uid,age,gender,occupation,income,sport_interest,sports,ideal_frequency,teammate_shortage,teammate_pain_points,new_player_openness,trust_factors,current_finding_methods,current_finding_pains,booking_need,current_booking_methods,booking_pains,switching_triggers,expected_frequency_lift,willingness_to_pay,paid_features,open_motivation,new_player_openness_num,high_openness_to_new_players,teammate_shortage_score,ideal_frequency_score,booking_need_score,wtp_score,expected_frequency_lift_score,sport_interest_score,pain_count_teammate,pain_count_booking,early_adopter_candidate,student_young_segment,has_wtp_signal,strong_wtp
UID-123,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Bóng rổ, Tennis, Chạy bộ theo nhóm, Bơi lội",3 lần/tuần trở lên,Thỉnh thoảng,"Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",5.0,"Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Cộng đồng trường học/công ty","Không biết ai đang rảnh, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Đặt qua app/website, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,2.0,3.0,2.0,1.0,2.0,2,2,2,True,True,True,False
UID-124,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,Chưa chơi thường xuyên nhưng muốn bắt đầu,Gym/Fitness theo nhóm,1–2 lần/tuần,Chưa bao giờ,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",3.0,Có cơ chế báo cáo người chơi không phù hợp,Rủ bạn bè/người quen trực tiếp,Không biết ai đang rảnh,Thỉnh thoảng,Nhắn Zalo/Facebook cho sân,Không có một nơi tổng hợp nhiều sân/môn thể thao,"Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,3.0,False,0.0,2.0,2.0,1.0,2.0,1,2,1,False,True,True,False
UID-125,18–22,Nữ,Học sinh/Sinh viên,Không tiện đề cập,"Có, thường xuyên","Bóng chuyền, Pickleball, Chạy bộ theo nhóm",3 lần/tuần trở lên,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",5.0,"Hồ sơ người chơi rõ ràng, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không có đánh giá từ người chơi trước","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Phí tham gia giải hoặc sự kiện thể thao",,5.0,True,3.0,3.0,2.0,1.0,2.0,3,3,3,True,True,True,False
UID-126,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,Cầu lông,1–2 lần/tuần,Thỉnh thoảng,Khó tìm người cùng lịch rảnh,3.0,Có nhóm chat trước buổi chơi,Rủ bạn bè/người quen trực tiếp,"Không biết ai đang rảnh, Khó tìm người gần mình",Thỉnh thoảng,Nhờ bạn bè đặt,"Phải gọi/nhắn nhiều nơi, Không rõ giá, Không có một nơi tổng hợp nhiều sân/môn thể thao",Ghép người chơi theo lịch rảnh,Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,2.0,2.0,1.0,1.0,1,1,3,False,True,True,False
UID-127,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Chưa chơi thường xuyên nhưng muốn bắt đầu,"Bóng chuyền, Tennis, Chạy bộ theo nhóm, Đạp xe theo nhóm, Bida",Khi có người rủ,Chưa bao giờ,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",2.0,Có cơ chế báo cáo người chơi không phù hợp,Rủ bạn bè/người quen trực tiếp,Ngại chơi với người lạ vì thiếu thông tin,Hiếm khi,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt",Không rõ giá,"Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có cộng đồng/giải phong trào hoạt động thường xuyên",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,2.0,False,0.0,1.0,1.0,1.0,1.0,1,2,1,False,True,True,False
UID-128,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,"Có, thường xuyên","Cầu lông, Chạy bộ theo nhóm, Đạp xe theo nhóm, Bơi lội, Gym/Fitness theo nhóm, Bida",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh, Người chơi hay hủy kèo",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đến trực tiếp sân, Hỏi trong nhóm cộng đồng, Không cần đặt trước","Phải gọi/nhắn nhiều nơi, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Không có một nơi tổng hợp nhiều sân/môn thể thao","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi, Phí tham gia giải hoặc sự kiện thể thao",,4.0,True,2.0,2.0,2.0,1.0,1.0,3,4,5,True,True,True,False
UID-129,23–30,Nữ,Người lao động tự do,Từ 5.000.000 - Dưới 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Chạy bộ theo nhóm",Khi có người rủ,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,4.0,True,2.0,1.0,2.0,1.0,1.0,1,2,3,False,False,True,False
UID-130,18–22,Nữ,Học sinh/Sinh viên,Không tiện đề cập,"Có, thường xuyên","Cầu lông, Bóng chuyền, Gym/Fitness theo nhóm, Bida",3 lần/tuần trở lên,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",3.0,"Có xác minh tài khoản/số điện thoại, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp",Rủ bạn bè/người quen trực tiếp,"Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Hiếm khi,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân","Không biết sân/địa điểm nào còn trống, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu app thật sự có nhiều người dùng","Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,3.0,False,2.0,3.0,1.0,1.0,1.0,3,4,2,False,True,True,False
UID-131,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bóng bàn, Bơi lội",Khi có người rủ,Rất thường xuyên,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu",4.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp",Rủ bạn bè/người quen trực tiếp,"Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản","Có, chắc chắn",Có,"Phí đặt sân/địa điểm tiện lợi, Gói premium để được ghép người phù hợp hơn",,4.0,True,3.0,1.0,2.0,2.0,2.0,1,3,3,False,True,True,True
UID-132,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng","Cầu lông, Chạy bộ theo nhóm, Bơi lội",1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",4.0,"Hồ sơ người chơi rõ ràng, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Không biết ai đang rảnh, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Hiếm khi,"Đặt qua app/website, Đến trực tiếp sân","Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,4.0,True,3.0,2.0,1.0,1.0,1.0,2,2,2,True,True,True,False
UID-133,18–22,Nữ,Nhân viên văn phòng,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Cầu lông, Bơi lội",1–2 lần/tuần,Chưa bao giờ,"Bạn bè/người quen không rảnh, Khó tìm người cùng lịch rảnh",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website",Không rõ giá,"Có nhiều người chơi thật, Có xác minh tài khoản, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng",Phí tham gia giải hoặc sự kiện thể thao,,5.0,True,0.0,2.0,3.0,1.0,2.0,2,2,1,False,False,True,False
UID-134,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,Cầu lông,Khi có người rủ,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi",Rủ bạn bè/người quen trực tiếp,"Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Hiếm khi,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân",Dễ bị trùng lịch hoặc hết chỗ,"Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh",Có thể,"Có thể, nếu giá hợp lý",Gói premium để được ghép người phù hợp hơn,,4.0,True,2.0,1.0,1.0,1.0,1.0,1,2,1,False,True,True,False
UID-135,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,"Pickleball, Bơi lội",1–3 lần/tháng,Rất thường xuyên,Khó tìm người cùng trình độ,5.0,"Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Không biết trình độ người chơi, Khó quản lý số lượng người tham gia",Không bao giờ,,,"Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Có xác minh tài khoản, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,5.0,True,3.0,1.0,0.0,1.0,2.0,1,1,0,False,True,True,False
UID-136,23–30,Nữ,Nhân viên văn phòng,Trên 10.000.000,"Có, thường xuyên",Cầu lông,1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Khó tìm người cùng trình độ, Không biết tìm người chơi ở đâu",5.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Nhóm Facebook, Hỏi chủ sân/người quen ở sân, Không chủ động tìm, chỉ chơi khi có người rủ","Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Không rõ giá","Có nhiều người chơi thật, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có xác minh tài khoản, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng","Phí tham gia trận/nhóm chơi, Gói premium để được ghép người phù hợp hơn",,5.0,True,3.0,2.0,2.0,1.0,2.0,3,3,2,True,False,True,False
UID-137,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Tennis, Chạy bộ theo nhóm, Đạp xe theo nhóm, Gym/Fitness theo nhóm",3 lần/tuần trở lên,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",4.0,"Hồ sơ người chơi rõ ràng, Có xác minh tài khoản/số điện thoại, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối, Ngại chơi với người lạ vì thiếu thông tin",Thường xuyên,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Dễ bị trùng lịch hoặc hết chỗ","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Có xác minh tài khoản, Có thể chia tiền sân trong app, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu giá hợp lý","Phí đặt sân/địa điểm tiện lợi, Phí tham gia trận/nhóm chơi",,4.0,True,2.0,3.0,3.0,1.0,1.0,1,3,3,False,True,True,False
UID-138,18–22,Nữ,Học sinh/Sinh viên,Từ 2.000.000 - Dưới 5.000.000,"Có, thỉnh thoảng","Cầu lông, Bóng rổ, Tennis, Bida",Chưa rõ,Thỉnh thoảng,Bạn bè/người quen không rảnh,1.0,Hồ sơ người chơi rõ ràng,"Rủ bạn bè/người quen trực tiếp, Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Khó chia tiền sân/chi phí",Hiếm khi,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Nhờ bạn bè đặt","Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch",Biết trước lịch trống và giá sân,Không chắc,Không,chưa biết,,1.0,False,2.0,0.0,1.0,0.0,0.0,2,1,5,False,True,False,False
UID-139,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng",Cầu lông,Khi có người rủ,Thỉnh thoảng,Bạn bè/người quen không rảnh,3.0,Có nhóm chat trước buổi chơi,Rủ bạn bè/người quen trực tiếp,Không biết ai đang rảnh,Hiếm khi,Gọi điện trực tiếp cho sân,"Không rõ chất lượng sân/địa điểm, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Biết trước lịch trống và giá sân, Có xác minh tài khoản, Giao diện đơn giản, dễ dùng","Có, chắc chắn",Có,Phí đặt sân/địa điểm tiện lợi,,3.0,False,2.0,1.0,1.0,2.0,2.0,2,1,3,False,True,True,True
UID-140,18–22,Nữ,Nhân viên văn phòng,Từ 5.000.000 - Dưới 10.000.000,"Có, thỉnh thoảng","Cầu lông, Pickleball",1–3 lần/tháng,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng lịch rảnh",5.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Nhóm Facebook, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia, Khó chia tiền sân/chi phí",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Khó đổi/hủy lịch","Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app","Có, chắc chắn","Có thể, nếu app thật sự có nhiều người dùng",Gói premium để được ghép người phù hợp hơn,,5.0,True,2.0,1.0,2.0,1.0,2.0,2,3,5,True,False,True,False
UID-141,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Chạy bộ theo nhóm, Bơi lội",1–2 lần/tuần,Thỉnh thoảng,"Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu, Người chơi hay hủy kèo",4.0,"Có đánh giá từ người chơi khác, Biết trước trình độ chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Nhóm Facebook, Cộng đồng trường học/công ty","Không biết ai đang rảnh, Khó tìm người gần mình",Thỉnh thoảng,"Nhắn Zalo/Facebook cho sân, Đặt qua app/website","Không rõ giá, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Ghép người chơi theo lịch rảnh, Có thể chia tiền sân trong app",Có thể,"Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,4.0,True,2.0,2.0,2.0,1.0,1.0,2,3,2,True,True,True,False
UID-142,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thường xuyên",Cầu lông,Khi có người rủ,Rất thường xuyên,Bạn bè/người quen không rảnh,1.0,"Hồ sơ người chơi rõ ràng, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi",Rủ bạn bè/người quen trực tiếp,Phải nhắn nhiều nơi mới đủ người,Thường xuyên,Gọi điện trực tiếp cho sân,Không biết sân/địa điểm nào còn trống,Có nhiều người chơi thật,"Có, chắc chắn","Có thể, nếu giá hợp lý",Gói premium để được ghép người phù hợp hơn,,1.0,False,3.0,1.0,3.0,1.0,2.0,3,1,1,False,True,True,False
UID-143,23–30,Nữ,Nhân viên văn phòng,Trên 10.000.000,"Có, thỉnh thoảng",Pickleball,1–2 lần/tuần,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh",5.0,Biết trước trình độ chơi,Rủ bạn bè/người quen trực tiếp,"Khó tìm người gần mình, Ngại chơi với người lạ vì thiếu thông tin",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhờ bạn bè đặt, Đến trực tiếp sân","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ chất lượng sân/địa điểm","Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ","Có, chắc chắn","Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,5.0,True,3.0,2.0,2.0,1.0,2.0,2,4,3,True,False,True,False
UID-144,18–22,Nữ,Học sinh/Sinh viên,Từ 5.000.000 - Dưới 10.000.000,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bơi lội, Gym/Fitness theo nhóm",1–2 lần/tuần,Thỉnh thoảng,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi",5.0,Hồ sơ người chơi rõ ràng,"Rủ bạn bè/người quen trực tiếp, Cộng đồng trường học/công ty, Không chủ động tìm, chỉ chơi khi có người rủ","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Dễ bị hủy kèo vào phút cuối",Thỉnh thoảng,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Nhờ bạn bè đặt","Không biết sân/địa điểm nào còn trống, Không rõ chất lượng sân/địa điểm, Khó đổi/hủy lịch","Có nhiều sân/địa điểm thể thao đối tác, Ghép người chơi theo trình độ, Có cộng đồng/giải phong trào hoạt động thường xuyên",Có thể,"Có thể, nếu giá hợp lý",Phí tham gia trận/nhóm chơi,,5.0,True,2.0,2.0,2.0,1.0,1.0,1,2,3,False,True,True,False
UID-145,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,Trước đây có chơi nhưng hiện tại ít chơi,"Cầu lông, Bơi lội, Gym/Fitness theo nhóm",1–3 lần/tháng,Rất thường xuyên,"Bạn bè/người quen không rảnh, Không đủ số lượng người để chơi, Khó tìm người cùng trình độ, Khó tìm người cùng lịch rảnh, Không biết tìm người chơi ở đâu, Người chơi hay hủy kèo, Khó chia chi phí",3.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Có xác minh tài khoản/số điện thoại, Biết trước trình độ chơi, Biết trước lịch sử tham gia trận/hoạt động, Có nhóm chat trước buổi chơi, Có cơ chế báo cáo người chơi không phù hợp","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger, Cộng đồng trường học/công ty","Phải nhắn nhiều nơi mới đủ người, Không biết ai đang rảnh, Không biết trình độ người chơi, Khó tìm người gần mình, Dễ bị hủy kèo vào phút cuối, Không có đánh giá/độ uy tín của người chơi, Ngại chơi với người lạ vì thiếu thông tin, Khó quản lý số lượng người tham gia, Khó chia tiền sân/chi phí",Thường xuyên,"Gọi điện trực tiếp cho sân, Nhắn Zalo/Facebook cho sân, Đặt qua app/website, Hỏi trong nhóm cộng đồng","Không biết sân/địa điểm nào còn trống, Phải gọi/nhắn nhiều nơi, Không rõ giá, Không rõ chất lượng sân/địa điểm, Không có đánh giá từ người chơi trước, Dễ bị trùng lịch hoặc hết chỗ, Không có một nơi tổng hợp nhiều sân/môn thể thao","Có nhiều người chơi thật, Biết trước lịch trống và giá sân, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng","Có, chắc chắn","Có thể, nếu giá hợp lý",Phí đặt sân/địa điểm tiện lợi,,3.0,False,3.0,1.0,3.0,1.0,2.0,1,7,7,False,True,True,False
UID-146,18–22,Nữ,Học sinh/Sinh viên,Dưới 2.000.000 VND,"Có, thỉnh thoảng","Cầu lông, Bóng đá, Bóng rổ, Bóng chuyền, Pickleball, Bóng bàn, Bơi lội, Gym/Fitness theo nhóm, Bida",3 lần/tuần trở lên,Thỉnh thoảng,Bạn bè/người quen không rảnh,4.0,"Hồ sơ người chơi rõ ràng, Có đánh giá từ người chơi khác, Biết trước trình độ chơi, Có nhóm chat trước buổi chơi","Rủ bạn bè/người quen trực tiếp, Nhóm Zalo/Messenger","Không biết ai đang rảnh, Ngại chơi với người lạ vì thiếu thông tin",Không bao giờ,,,"Có nhiều người chơi thật, Có nhiều sân/địa điểm thể thao đối tác, Biết trước lịch trống và giá sân, Ghép người chơi theo trình độ, Ghép người chơi theo lịch rảnh, Có đánh giá người chơi và sân/địa điểm, Có xác minh tài khoản, Có thể chia tiền sân trong app, Có cộng đồng/giải phong trào hoạt động thường xuyên, Giao diện đơn giản, dễ dùng",Có thể,"Có thể, nếu app thật sự có nhiều người dùng",Phí tham gia giải hoặc sự kiện thể thao,,4.0,True,2.0,3.0,0.0,1.0,1.0,2,1,0,True,True,True,False
